10, 0, 1.000000E+00 
10, 0, 2.343750E-03 
10, 0, 1.901855E-02 
10, 0, 2.265625E-02 
10, 0, 1.446381E-02 
10, 0, 1.562500E-02 
10, 0, 1.606445E-02 
10, 0, 2.676392E-02 
10, 0, 5.000000E-02 
10, 0, 1.901855E-02 
10, 0, 2.653656E-02 
10, 0, 2.676392E-02 
10, 0, 2.500000E-02 
10, 0, 1.446381E-02 
10, 0, 1.640625E-02 
10, 0, 1.250000E-02 
10, 0, 1.426392E-02 
10, 0, 2.467041E-02 
10, 0, 1.250000E-02 
10, 0, 1.250000E-02 
10, 0, 2.467041E-02 
10, 0, 1.250000E-02 
10, 0, 2.434082E-02 
10, 0, 2.343750E-03 
10, 0, 2.343750E-03 
10, 0, 2.343750E-03 
10, 0, 1.562500E-03 
10, 0, 1.562500E-03 
10, 0, 1.380920E-02 
10, 0, 1.403656E-02 
10, 0, 1.511841E-02 
10, 0, 1.380920E-02 
10, 0, 1.042480E-02 
10, 0, 1.323242E-02 
10, 0, 1.406250E-02 
10, 0, 5.078125E-02 
10, 0, 3.125000E-02 
10, 0, 2.656250E-02 
10, 0, 2.578125E-02 
10, 0, 1.406250E-02 
10, 0, 7.617188E-03 
10, 0, 2.900391E-02 
10, 0, 1.577148E-02 
10, 0, 1.386719E-02 
10, 0, 1.406250E-02 
10, 0, 1.323242E-02 
10, 0, 4.062500E-02 
10, 0, 4.121094E-02 
10, 0, 2.656250E-02 
10, 0, 1.406250E-02 
10, 0, 1.323242E-02 
10, 0, 3.183594E-02 
10, 0, 1.042480E-02 
10, 0, 9.857178E-04 
10, 0, 1.971436E-03 
10, 0, 1.971436E-03 
10, 0, 1.971436E-03 
10, 0, 1.971436E-03 
10, 0, 1.971436E-03 
10, 0, 1.971436E-03 
10, 0, 1.971436E-03 
10, 0, 9.857178E-04 
10, 0, 2.656250E-02 
10, 0, 1.328125E-02 
10, 0, 2.481689E-02 
10, 0, 1.250000E-02 
10, 0, 2.500000E-02 
10, 0, 5.000000E-02 
10, 0, 1.142098E-02 
10, 0, 7.787166E-03 
10, 0, 7.736694E-03 
10, 0, 3.437058E-03 
10, 0, 1.901768E-03 
